date_rec|state|p_pos|positive_daily_cases_cvt|negative_daily_cases_cvt|pending_daily_cases_cvt|p_pend|total_daily_cases_cvt
2020-05-28|MO|7.41|12673|158394|NA|NA|171067
2020-05-29|MO|7.19|12795|165055|NA|NA|177850
2020-05-30|MO|6.99|12962|172468|NA|NA|185430
2020-05-31|MO|6.79|13147|180414|NA|NA|193561
2020-06-01|MO|6.67|13327|186381|NA|NA|199708
2020-06-02|MO|6.61|13575|191855|NA|NA|205430
2020-06-03|MO|6.51|13767|197586|NA|NA|211353
2020-06-04|MO|6.43|14057|204604|NA|NA|218661
2020-06-05|MO|6.35|14253|210289|NA|NA|224542
2020-06-06|MO|6.28|14442|215623|NA|NA|230065
2020-06-07|MO|6.14|14553|222305|NA|NA|236858
2020-06-08|MO|6.1|14734|226727|NA|NA|241461
2020-06-09|MO|6.07|14913|230782|NA|NA|245695
2020-06-10|MO|6.04|15187|236442|NA|NA|251629
2020-06-11|MO|5.94|15390|243650|NA|NA|259040
2020-06-12|MO|5.88|15585|249550|NA|NA|265135
2020-06-13|MO|5.86|15810|253986|NA|NA|269796
2020-06-14|MO|5.74|15810|259679|NA|NA|275489
2020-06-15|MO|5.78|16189|263752|NA|NA|279941
2020-06-16|MO|5.76|16414|268377|NA|NA|284791
2020-06-17|MO|5.83|16625|268377|NA|NA|285002
2020-06-18|MO|5.69|16908|280434|NA|NA|297342
2020-06-19|MO|5.62|17201|289083|NA|NA|306284
2020-06-20|MO|5.65|17590|293525|NA|NA|311115
2020-06-21|MO|5.71|18003|297154|NA|NA|315157
2020-06-22|MO|5.72|18143|299231|NA|NA|317374
2020-06-23|MO|5.72|18143|299231|NA|NA|317374
2020-06-24|MO|5.77|18868|308156|NA|NA|327024
2020-06-25|MO|5.68|19421|322227|NA|NA|341648
2020-03-23|MS|17.89|249|1143|NA|NA|1392
2020-03-24|MS|17.09|320|1552|NA|NA|1872
2020-03-25|MS|19.4|377|1566|NA|NA|1943
2020-03-26|MS|17.47|485|2291|NA|NA|2776
2020-03-27|MS|18.45|579|2560|NA|NA|3139
2020-03-28|MS|20.57|663|2560|NA|NA|3223
2020-03-29|MS|22.85|758|2560|NA|NA|3318
2020-03-30|MS|22.08|847|2989|NA|NA|3836
2020-03-31|MS|20.94|937|3537|NA|NA|4474
2020-04-01|MS|22.42|1073|3712|NA|NA|4785
2020-04-02|MS|19.85|1177|4753|NA|NA|5930
2020-04-03|MS|22.22|1358|4753|NA|NA|6111
2020-04-04|MS|22.09|1455|5133|NA|NA|6588
2020-04-05|MS|22.69|1638|5580|NA|NA|7218
2020-04-06|MS|8.53|1738|18632|NA|NA|20370
2020-04-07|MS|9.32|1915|18632|NA|NA|20547
2020-04-08|MS|9.71|2003|18632|NA|NA|20635
2020-04-09|MS|10.82|2260|18632|NA|NA|20892
2020-04-10|MS|11.7|2469|18632|NA|NA|21101
2020-04-11|MS|12.42|2642|18632|NA|NA|21274
2020-04-12|MS|12.99|2781|18632|NA|NA|21413
2020-04-13|MS|9.5|2942|28042|NA|NA|30984
2020-04-14|MS|8.15|3087|34791|NA|NA|37878
2020-04-15|MS|8.81|3360|34791|NA|NA|38151
2020-04-16|MS|9.43|3624|34791|NA|NA|38415
2020-04-17|MS|9.83|3793|34791|NA|NA|38584
2020-04-18|MS|10.25|3974|34791|NA|NA|38765
2020-04-19|MS|10.94|4274|34791|NA|NA|39065
2020-04-20|MS|8.77|4512|46922|NA|NA|51434
2020-04-21|MS|9.01|4716|47648|NA|NA|52364
2020-04-22|MS|9.09|4894|48941|NA|NA|53835
2020-04-23|MS|9.3|5153|50236|NA|NA|55389
2020-04-24|MS|9.76|5434|50236|NA|NA|55670
2020-04-25|MS|9.7|5718|53239|NA|NA|58957
2020-04-26|MS|9.72|5911|54877|NA|NA|60788
2020-04-27|MS|9.6|6094|57368|NA|NA|63462
2020-04-28|MS|9.85|6342|58070|NA|NA|64412
2020-04-29|MS|9.94|6569|59525|NA|NA|66094
2020-04-30|MS|10.27|6815|59525|NA|NA|66340
2020-05-01|MS|10.08|7212|64336|NA|NA|71548
2020-05-02|MS|9.99|7441|67034|NA|NA|74475
2020-05-03|MS|9.73|7550|70043|NA|NA|77593
2020-05-04|MS|9.89|7877|71800|NA|NA|79677
2020-05-05|MS|10.22|8207|72101|NA|NA|80308
2020-05-06|MS|10.46|8424|72101|NA|NA|80525
2020-05-07|MS|10.75|8686|72101|NA|NA|80787
2020-05-08|MS|11.2|9090|72101|NA|NA|81191
2020-05-09|MS|11.51|9378|72101|NA|NA|81479
2020-05-10|MS|11.64|9501|72101|NA|NA|81602
2020-05-11|MS|10.09|9674|86211|NA|NA|95885
2020-05-12|MS|10.14|9908|87784|NA|NA|97692
2020-05-13|MS|10.09|10090|89958|NA|NA|100048
2020-05-14|MS|9.95|10483|94843|NA|NA|105326
2020-05-15|MS|10.11|10801|96022|NA|NA|106823
2020-05-16|MS|10.25|11123|97353|NA|NA|108476
2020-05-17|MS|9.99|11296|101830|NA|NA|113126
2020-05-18|MS|9.88|11432|104335|NA|NA|115767
2020-05-19|MS|9.94|11704|106056|NA|NA|117760
2020-05-20|MS|9.92|11967|108713|NA|NA|120680
2020-05-21|MS|9.7|12222|113748|NA|NA|125970
2020-05-22|MS|9.15|12624|125349|NA|NA|137973
2020-05-23|MS|9.69|13005|121215|NA|NA|134220
2020-05-24|MS|9.61|13252|124650|NA|NA|137902
2020-05-25|MS|9.35|13458|130459|NA|NA|143917
2020-05-26|MS|9.29|13731|134088|NA|NA|147819
2020-05-27|MS|9.48|14044|134088|NA|NA|148132
2020-05-28|MS|9.18|14372|142125|NA|NA|156497
2020-05-29|MS|8.89|14790|151518|NA|NA|166308
2020-05-30|MS|9.18|15229|150703|NA|NA|165932
2020-05-31|MS|9.02|15501|156336|NA|NA|171837
2020-06-01|MS|8.94|15752|160502|NA|NA|176254
2020-06-02|MS|8.92|16020|163478|NA|NA|179498
2020-06-03|MS|8.83|16322|168425|NA|NA|184747
2020-06-04|MS|8.95|16560|168425|NA|NA|184985
2020-06-05|MS|8.68|16759|176354|NA|NA|193113
2020-06-06|MS|8.68|16769|176354|NA|NA|193123
2020-06-07|MS|8.5|17270|185979|NA|NA|203249
2020-06-08|MS|8.53|17768|190444|NA|NA|208212
2020-06-09|MS|8.53|17768|190444|NA|NA|208212
2020-06-10|MS|8.64|18483|195402|NA|NA|213885
2020-06-11|MS|8.64|18483|195402|NA|NA|213885
2020-06-12|MS|8.9|19091|195402|NA|NA|214493
2020-06-13|MS|9.05|19348|194537|NA|NA|213885
2020-06-14|MS|9.12|19516|194537|NA|NA|214053
2020-06-15|MS|8.59|19799|210704|NA|NA|230503
2020-06-16|MS|8.37|20152|220651|NA|NA|240803
2020-06-17|MS|8.45|20641|223748|NA|NA|244389
2020-06-18|MS|8.65|20641|218074|NA|NA|238715
2020-06-19|MS|8.65|20641|218074|NA|NA|238715
2020-06-20|MS|8.65|20641|218074|NA|NA|238715
2020-06-21|MS|8.65|20641|218074|NA|NA|238715
2020-06-22|MS|8.8|22287|230962|NA|NA|253249
2020-06-23|MS|9.02|22898|230962|NA|NA|253860
2020-06-24|MS|8.95|23424|238237|NA|NA|261661
2020-06-25|MS|9.22|24516|241481|NA|NA|265997
2020-03-23|MT|2.88|34|1146|NA|NA|1180
2020-03-24|MT|2.72|46|1643|NA|NA|1689
2020-03-25|MT|2.65|53|1948|NA|NA|2001
2020-03-26|MT|3.23|71|2128|NA|NA|2199
2020-03-27|MT|4|108|2590|NA|NA|2698
2020-03-28|MT|3.81|129|3256|NA|NA|3385
2020-03-29|MT|3.58|154|4143|NA|NA|4297
2020-03-30|MT|3.96|171|4143|NA|NA|4314
2020-03-31|MT|4.16|184|4234|NA|NA|4418
2020-04-01|MT|4.23|208|4710|NA|NA|4918
2020-04-02|MT|4.27|227|5093|NA|NA|5320
2020-04-03|MT|4.36|243|5333|NA|NA|5576
2020-04-04|MT|4.29|265|5912|NA|NA|6177
2020-04-05|MT|4.33|286|6317|NA|NA|6603
2020-04-06|MT|4.4|299|6491|NA|NA|6790
2020-04-07|MT|4.57|319|6666|NA|NA|6985
2020-04-08|MT|4.49|332|7066|NA|NA|7398
2020-04-09|MT|4.5|354|7506|NA|NA|7860
2020-04-10|MT|4.4|365|7932|NA|NA|8297
2020-04-11|MT|4.39|377|8204|NA|NA|8581
2020-04-12|MT|4.34|387|8526|NA|NA|8913
2020-04-13|MT|4.33|394|8704|NA|NA|9098
2020-04-14|MT|4.32|399|8835|NA|NA|9234
2020-04-15|MT|4.22|404|9179|NA|NA|9583
2020-04-16|MT|4.18|415|9521|NA|NA|9936
2020-04-17|MT|4.12|422|9822|NA|NA|10244
2020-04-18|MT|4.03|426|10143|NA|NA|10569
2020-04-19|MT|3.97|433|10465|NA|NA|10898
2020-04-20|MT|3.92|433|10618|NA|NA|11051
2020-04-21|MT|3.89|437|10804|NA|NA|11241
2020-04-22|MT|3.79|439|11144|NA|NA|11583
2020-04-23|MT|3.72|442|11433|NA|NA|11875
2020-04-24|MT|3.66|444|11683|NA|NA|12127
2020-04-25|MT|3.56|445|12052|NA|NA|12497
2020-04-26|MT|3.48|448|12414|NA|NA|12862
2020-04-27|MT|3.45|449|12584|NA|NA|13033
2020-04-28|MT|3.42|451|12740|NA|NA|13191
2020-04-29|MT|3.33|451|13077|NA|NA|13528
2020-04-30|MT|3.26|453|13461|NA|NA|13914
2020-05-01|MT|3.19|453|13750|NA|NA|14203
2020-05-02|MT|3.11|455|14180|NA|NA|14635
2020-05-03|MT|3.03|455|14552|NA|NA|15007
2020-05-04|MT|3.03|457|14631|NA|NA|15088
2020-05-05|MT|2.99|456|14816|NA|NA|15272
2020-05-06|MT|2.31|456|19248|NA|NA|19704
2020-05-07|MT|2.25|456|19791|NA|NA|20247
2020-05-08|MT|2.19|458|20487|NA|NA|20945
2020-05-09|MT|2.15|458|20871|NA|NA|21329
2020-05-10|MT|2.11|458|21246|NA|NA|21704
2020-05-11|MT|2.03|459|22113|NA|NA|22572
2020-05-12|MT|2|461|22574|NA|NA|23035
2020-05-13|MT|1.94|462|23390|NA|NA|23852
2020-05-14|MT|1.88|462|24087|NA|NA|24549
2020-05-15|MT|1.83|466|24952|NA|NA|25418
2020-05-16|MT|1.79|468|25623|NA|NA|26091
2020-05-17|MT|1.74|468|26417|NA|NA|26885
2020-05-18|MT|1.67|470|27697|NA|NA|28167
2020-05-19|MT|1.63|471|28479|NA|NA|28950
2020-05-20|MT|1.61|478|29248|NA|NA|29726
2020-05-21|MT|1.57|479|30045|NA|NA|30524
2020-05-22|MT|1.5|479|31378|NA|NA|31857
2020-05-23|MT|1.47|479|32173|NA|NA|32652
2020-05-24|MT|1.43|479|32902|NA|NA|33381
2020-05-25|MT|1.42|479|33203|NA|NA|33682
2020-05-26|MT|1.42|479|33355|NA|NA|33834
2020-05-27|MT|1.35|481|35162|NA|NA|35643
2020-05-28|MT|1.32|485|36308|NA|NA|36793
2020-05-29|MT|1.28|493|38036|NA|NA|38529
2020-05-30|MT|1.29|505|38779|NA|NA|39284
2020-05-31|MT|1.29|515|39283|NA|NA|39798
2020-06-01|MT|1.28|519|40138|NA|NA|40657
2020-06-02|MT|1.24|523|41689|NA|NA|42212
2020-06-03|MT|1.21|525|42923|NA|NA|43448
2020-06-04|MT|1.21|539|44103|NA|NA|44642
2020-06-05|MT|1.18|541|45347|NA|NA|45888
2020-06-06|MT|1.15|540|46214|NA|NA|46754
2020-06-07|MT|1.15|545|46833|NA|NA|47378
2020-06-08|MT|1.06|548|51044|NA|NA|51592
2020-06-09|MT|1.04|554|52630|NA|NA|53184
2020-06-10|MT|1.03|561|54055|NA|NA|54616
2020-06-11|MT|1.01|563|55214|NA|NA|55777
2020-06-12|MT|1|573|56449|NA|NA|57022
2020-06-13|MT|1.01|588|57416|NA|NA|58004
2020-06-14|MT|1.02|601|58306|NA|NA|58907
2020-06-15|MT|1|609|60328|NA|NA|60937
2020-06-16|MT|0.97|614|62963|NA|NA|63577
2020-06-17|MT|0.96|630|64885|NA|NA|65515
2020-06-18|MT|0.98|655|66215|NA|NA|66870
2020-06-19|MT|0.97|666|67756|NA|NA|68422
2020-06-20|MT|1|698|68832|NA|NA|69530
2020-06-21|MT|1.02|717|69640|NA|NA|70357
2020-06-22|MT|1.04|740|70565|NA|NA|71305
2020-06-23|MT|1.01|743|73180|NA|NA|73923
2020-06-24|MT|1.02|766|74300|NA|NA|75066
2020-06-25|MT|1.03|803|77529|NA|NA|78332
2020-03-23|NC|3.52|297|8141|NA|NA|8438
2020-03-24|NC|4.66|398|8141|NA|NA|8539
2020-03-25|NC|4.81|504|9985|NA|NA|10489
2020-03-26|NC|4.93|636|12274|NA|NA|12910
2020-03-27|NC|5.04|763|14373|NA|NA|15136
2020-03-28|NC|5.33|935|16592|NA|NA|17527
2020-03-29|NC|5.49|1040|17905|NA|NA|18945
2020-03-30|NC|6.26|1307|19557|NA|NA|20864
2020-03-31|NC|6.48|1498|21608|NA|NA|23106
2020-04-01|NC|6.04|1584|24659|NA|NA|26243
2020-04-02|NC|6.48|1857|26822|NA|NA|28679
2020-04-03|NC|6.62|2093|29505|NA|NA|31598
2020-04-04|NC|6.2|2402|36371|NA|NA|38773
2020-04-05|NC|6.46|2585|37460|NA|NA|40045
2020-04-06|NC|7.05|2870|37856|NA|NA|40726
2020-04-07|NC|7.84|3221|37861|NA|NA|41082
2020-04-08|NC|7.97|3426|39561|NA|NA|42987
2020-04-09|NC|7.64|3651|44158|NA|NA|47809
2020-04-10|NC|6.78|3908|53737|NA|NA|57645
2020-04-11|NC|7.14|4312|56081|NA|NA|60393
2020-04-12|NC|7.27|4520|57619|NA|NA|62139
2020-04-13|NC|7.6|4816|58572|NA|NA|63388
2020-04-14|NC|7.72|5024|60015|NA|NA|65039
2020-04-15|NC|7.55|5123|62704|NA|NA|67827
2020-04-16|NC|7.71|5465|65452|NA|NA|70917
2020-04-17|NC|8.03|5859|67122|NA|NA|72981
2020-04-18|NC|8.06|6140|70071|NA|NA|76211
2020-04-19|NC|8.24|6493|72279|NA|NA|78772
2020-04-20|NC|8.51|6764|72720|NA|NA|79484
2020-04-21|NC|8.34|6951|76380|NA|NA|83331
2020-04-22|NC|7.99|7220|83116|NA|NA|90336
2020-04-23|NC|7.91|7608|88577|NA|NA|96185
2020-04-24|NC|8.01|8052|92532|NA|NA|100584
2020-04-25|NC|8.19|8623|96642|NA|NA|105265
2020-04-26|NC|8.18|8830|99064|NA|NA|107894
2020-04-27|NC|8.32|9142|100778|NA|NA|109920
2020-04-28|NC|8.49|9568|103184|NA|NA|112752
2020-04-29|NC|8.4|9948|108492|NA|NA|118440
2020-04-30|NC|8.21|10509|117527|NA|NA|128036
2020-05-01|NC|8.16|10923|122909|NA|NA|133832
2020-05-02|NC|8.25|11509|127966|NA|NA|139475
2020-05-03|NC|8.11|11664|132171|NA|NA|143835
2020-05-04|NC|8.09|11848|134591|NA|NA|146439
2020-05-05|NC|8.07|12256|139544|NA|NA|151800
2020-05-06|NC|7.76|12758|151724|NA|NA|164482
2020-05-07|NC|7.82|13397|157931|NA|NA|171328
2020-05-08|NC|7.76|13868|164745|NA|NA|178613
2020-05-09|NC|7.71|14360|172002|NA|NA|186362
2020-05-10|NC|7.68|14764|177371|NA|NA|192135
2020-05-11|NC|7.68|15045|180820|NA|NA|195865
2020-05-12|NC|7.59|15346|186898|NA|NA|202244
2020-05-13|NC|7.52|15816|194641|NA|NA|210457
2020-05-14|NC|7.53|16507|202761|NA|NA|219268
2020-05-15|NC|7.4|17129|214418|NA|NA|231547
2020-05-16|NC|7.54|17982|220604|NA|NA|238586
2020-05-17|NC|7.44|18512|230432|NA|NA|248944
2020-05-18|NC|7.44|19023|236732|NA|NA|255755
2020-05-19|NC|7.43|19700|245308|NA|NA|265008
2020-05-20|NC|7.25|20122|257481|NA|NA|277603
2020-05-21|NC|7.18|20860|269785|NA|NA|290645
2020-05-22|NC|7.13|21618|281606|NA|NA|303224
2020-05-23|NC|6.9|22725|306857|NA|NA|329582
2020-05-24|NC|6.9|23222|313434|NA|NA|336656
2020-05-25|NC|6.95|23964|320726|NA|NA|344690
2020-05-26|NC|6.85|24140|328191|NA|NA|352331
2020-05-27|NC|6.76|24628|339528|NA|NA|364156
2020-05-28|NC|6.77|25412|349780|NA|NA|375192
2020-05-29|NC|6.77|26488|364743|NA|NA|391231
2020-05-30|NC|6.85|27673|376484|NA|NA|404157
2020-05-31|NC|6.87|28589|387700|NA|NA|416289
2020-06-01|NC|6.94|29263|392645|NA|NA|421908
2020-06-02|NC|6.87|29889|405032|NA|NA|434921
2020-06-03|NC|6.85|30777|418486|NA|NA|449263
2020-06-04|NC|6.83|31966|436336|NA|NA|468302
2020-06-05|NC|6.9|33255|448892|NA|NA|482147
2020-06-06|NC|6.96|34625|462725|NA|NA|497350
2020-06-07|NC|6.95|35546|475680|NA|NA|511226
2020-06-08|NC|7.01|36484|483629|NA|NA|520113
2020-06-09|NC|6.94|37160|498551|NA|NA|535711
2020-06-10|NC|6.89|38171|515479|NA|NA|553650
2020-06-11|NC|6.89|39481|533196|NA|NA|572677
2020-06-12|NC|6.92|41249|554448|NA|NA|595697
2020-06-13|NC|6.98|42676|569014|NA|NA|611690
2020-06-14|NC|7.04|44119|583011|NA|NA|627130
2020-06-15|NC|7.06|45102|593377|NA|NA|638479
2020-06-16|NC|7.04|45853|605568|NA|NA|651421
2020-06-17|NC|7.02|46855|620567|NA|NA|667422
2020-06-18|NC|6.95|48188|645490|NA|NA|693678
2020-06-19|NC|7|49840|662473|NA|NA|712313
2020-06-20|NC|7.03|51389|679952|NA|NA|731341
2020-06-21|NC|7.08|52801|692974|NA|NA|745775
2020-06-22|NC|7.08|53605|703740|NA|NA|757345
2020-06-23|NC|7.04|54453|719375|NA|NA|773828
2020-06-24|NC|7.1|56174|735111|NA|NA|791285
2020-06-25|NC|7.05|57183|754095|NA|NA|811278
2020-03-23|ND|2.17|30|1353|NA|NA|1383
2020-03-24|ND|2.28|34|1454|NA|NA|1488
2020-03-25|ND|2.2|39|1734|NA|NA|1773
2020-03-26|ND|2.49|52|2039|NA|NA|2091
2020-03-27|ND|2.61|65|2427|NA|NA|2492
2020-03-28|ND|2.87|83|2809|NA|NA|2892
2020-03-29|ND|2.84|98|3355|NA|NA|3453
2020-03-30|ND|2.84|109|3728|NA|NA|3837
2020-03-31|ND|2.96|126|4131|NA|NA|4257
2020-04-01|ND|3.16|142|4351|NA|NA|4493
2020-04-02|ND|3.19|159|4821|NA|NA|4980
2020-04-03|ND|2.98|173|5625|NA|NA|5798
2020-04-04|ND|3|186|6021|NA|NA|6207
2020-04-05|ND|3.05|207|6580|NA|NA|6787
2020-04-06|ND|3.12|225|6988|NA|NA|7213
2020-04-07|ND|3.08|237|7466|NA|NA|7703
2020-04-08|ND|2.93|251|8301|NA|NA|8552
2020-04-09|ND|2.99|269|8721|NA|NA|8990
2020-04-10|ND|2.89|278|9330|NA|NA|9608
2020-04-11|ND|2.91|293|9787|NA|NA|10080
2020-04-12|ND|2.98|308|10042|NA|NA|10350
2020-04-13|ND|3.07|331|10450|NA|NA|10781
2020-04-14|ND|3.12|341|10575|NA|NA|10916
2020-04-15|ND|3.23|365|10952|NA|NA|11317
2020-04-16|ND|3.36|393|11311|NA|NA|11704
2020-04-17|ND|3.56|439|11903|NA|NA|12342
2020-04-18|ND|4.07|528|12435|NA|NA|12963
2020-04-19|ND|4.29|585|13045|NA|NA|13630
2020-04-20|ND|4.25|627|14120|NA|NA|14747
2020-04-21|ND|4.3|644|14343|NA|NA|14987
2020-04-22|ND|4.36|679|14910|NA|NA|15589
2020-04-23|ND|4.34|709|15621|NA|NA|16330
2020-04-24|ND|4.29|748|16701|NA|NA|17449
2020-04-25|ND|4.15|803|18547|NA|NA|19350
2020-04-26|ND|4.18|867|19850|NA|NA|20717
2020-04-27|ND|4.2|942|21492|NA|NA|22434
2020-04-28|ND|4.18|991|22732|NA|NA|23723
2020-04-29|ND|4.05|1033|24503|NA|NA|25536
2020-04-30|ND|3.89|1067|26393|NA|NA|27460
2020-05-01|ND|3.75|1107|28418|NA|NA|29525
2020-05-02|ND|3.65|1153|30394|NA|NA|31547
2020-05-03|ND|3.57|1191|32162|NA|NA|33353
2020-05-04|ND|3.52|1225|33529|NA|NA|34754
2020-05-05|ND|3.48|1266|35155|NA|NA|36421
2020-05-06|ND|3.42|1323|37309|NA|NA|38632
2020-05-07|ND|3.35|1371|39496|NA|NA|40867
2020-05-08|ND|3.35|1425|41076|NA|NA|42501
2020-05-09|ND|3.33|1464|42469|NA|NA|43933
2020-05-10|ND|3.32|1491|43378|NA|NA|44869
2020-05-11|ND|3.23|1518|45496|NA|NA|47014
2020-05-12|ND|3.28|1571|46261|NA|NA|47832
2020-05-13|ND|3.37|1647|47298|NA|NA|48945
2020-05-14|ND|3.28|1647|48599|NA|NA|50246
2020-05-15|ND|3.41|1761|49954|NA|NA|51715
2020-05-16|ND|3.46|1848|51639|NA|NA|53487
2020-05-17|ND|3.44|1900|53321|NA|NA|55221
2020-05-18|ND|3.41|1931|54630|NA|NA|56561
2020-05-19|ND|3.45|1994|55737|NA|NA|57731
2020-05-20|ND|3.54|2095|57105|NA|NA|59200
2020-05-21|ND|3.64|2229|59050|NA|NA|61279
2020-05-22|ND|3.69|2317|60513|NA|NA|62830
2020-05-23|ND|3.69|2365|61783|NA|NA|64148
2020-05-24|ND|3.69|2418|63070|NA|NA|65488
2020-05-25|ND|3.7|2457|63893|NA|NA|66350
2020-05-26|ND|3.62|2422|64432|NA|NA|66854
2020-05-27|ND|3.62|2439|64901|NA|NA|67340
2020-05-28|ND|3.63|2481|65773|NA|NA|68254
2020-05-29|ND|3.63|2520|66933|NA|NA|69453
2020-05-30|ND|3.6|2554|68427|NA|NA|70981
2020-05-31|ND|3.58|2577|69463|NA|NA|72040
2020-06-01|ND|3.58|2625|70676|NA|NA|73301
2020-06-02|ND|3.59|2646|70998|NA|NA|73644
2020-06-03|ND|3.6|2679|71823|NA|NA|74502
2020-03-23|NE|12.32|50|356|NA|NA|406
2020-03-24|NE|5.06|52|975|NA|NA|1027
2020-03-25|NE|4.47|61|1304|NA|NA|1365
2020-03-26|NE|4.41|73|1584|NA|NA|1657
2020-03-27|NE|4.6|85|1761|NA|NA|1846
2020-03-28|NE|4.8|96|1904|NA|NA|2000
2020-03-29|NE|5.19|108|1968|4|0.19|2080
2020-03-30|NE|5.3|145|2584|5|0.18|2734
2020-03-31|NE|5.53|172|2931|8|0.26|3111
2020-04-01|NE|5.69|210|3475|8|0.22|3693
2020-04-02|NE|5.81|246|3978|11|0.26|4235
2020-04-03|NE|5.84|279|4487|11|0.23|4777
2020-04-04|NE|5.96|321|5058|10|0.19|5389
2020-04-05|NE|6.12|363|5558|12|0.2|5933
2020-04-06|NE|6.02|409|6378|8|0.12|6795
2020-04-07|NE|6.16|447|6811|NA|NA|7258
2020-04-08|NE|6.52|519|7442|NA|NA|7961
2020-04-09|NE|6.53|567|8116|NA|NA|8683
2020-04-10|NE|6.79|635|8719|NA|NA|9354
2020-04-11|NE|7.01|700|9285|NA|NA|9985
2020-04-12|NE|7.4|791|9900|NA|NA|10691
2020-04-13|NE|7.42|814|10158|NA|NA|10972
2020-04-14|NE|7.67|871|10486|NA|NA|11357
2020-04-15|NE|7.68|901|10828|NA|NA|11729
2020-04-16|NE|7.74|952|11342|NA|NA|12294
2020-04-17|NE|8.13|1066|12038|NA|NA|13104
2020-04-18|NE|8.32|1138|12539|NA|NA|13677
2020-04-19|NE|8.83|1287|13288|NA|NA|14575
2020-04-20|NE|9.4|1474|14206|NA|NA|15680
2020-04-21|NE|10.07|1648|14724|NA|NA|16372
2020-04-22|NE|10.32|1722|14957|NA|NA|16679
2020-04-23|NE|10.44|1813|15547|NA|NA|17360
2020-04-24|NE|11.41|2124|16488|NA|NA|18612
2020-05-12|NE|17.88|8572|39371|NA|NA|47943
2020-05-13|NE|17.48|8692|41033|NA|NA|49725
2020-05-14|NE|17.01|9075|44266|NA|NA|53341
2020-05-15|NE|16.46|9416|47799|NA|NA|57215
2020-05-16|NE|16.29|9772|50206|NA|NA|59978
2020-05-17|NE|15.57|10220|55420|NA|NA|65640
2020-05-18|NE|15.33|10348|57153|NA|NA|67501
2020-05-19|NE|15.18|10625|59359|NA|NA|69984
2020-06-03|NE|13.29|14611|95355|NA|NA|109966
2020-06-24|NE|11.22|18092|143209|NA|NA|161301
2020-06-25|NE|11.17|18221|144949|NA|NA|163170
2020-03-23|NH|3.33|78|1374|889|37.98|2341
2020-03-24|NH|4.18|101|1447|869|35.95|2417
2020-03-25|NH|3.3|108|2356|804|24.6|3268
2020-03-26|NH|3.56|137|3001|712|18.49|3850
2020-03-27|NH|3.81|158|3395|592|14.28|4145
2020-03-28|NH|4.52|187|3656|296|7.15|4139
2020-03-29|NH|4.26|214|4524|285|5.67|5023
2020-03-30|NH|5.37|314|5386|144|2.46|5844
2020-03-31|NH|5.42|314|5413|65|1.12|5792
2020-04-01|NH|6.39|415|5985|97|1.49|6497
2020-04-02|NH|6.27|415|6078|126|1.9|6619
2020-04-03|NH|6.68|479|6575|114|1.59|7168
2020-04-04|NH|7.11|540|6965|94|1.24|7599
2020-04-05|NH|7.64|621|7411|93|1.14|8125
2020-04-06|NH|7.9|669|7701|101|1.19|8471
2020-04-07|NH|8.14|715|8019|49|0.56|8783
2020-04-08|NH|8.5|788|8389|89|0.96|9266
2020-04-09|NH|8.13|788|8763|143|1.48|9694
2020-04-10|NH|8.1|819|9139|155|1.53|10113
2020-04-11|NH|8.36|885|9608|93|0.88|10586
2020-04-12|NH|8.41|929|9996|119|1.08|11044
2020-04-13|NH|8.69|985|10222|125|1.1|11332
2020-04-14|NH|8.77|1020|10590|25|0.21|11635
2020-04-15|NH|9.27|1139|11027|121|0.98|12287
2020-04-16|NH|9.27|1139|11027|121|0.98|12287
2020-04-17|NH|9.99|1287|11421|174|1.35|12882
2020-04-18|NH|9.88|1287|11565|174|1.34|13026
2020-04-19|NH|9.77|1342|12082|316|2.3|13740
2020-04-20|NH|9.66|1392|12726|298|2.07|14416
2020-04-21|NH|10.22|1491|12848|244|1.67|14583
2020-04-22|NH|9.77|1491|13550|225|1.47|15266
2020-04-23|NH|9.76|1588|14424|265|1.63|16277
2020-04-24|NH|9.69|1670|15139|424|2.46|17233
2020-04-25|NH|9.49|1720|16007|398|2.2|18125
2020-04-26|NH|9.26|1787|16964|550|2.85|19301
2020-04-27|NH|9.32|1864|17860|270|1.35|19994
2020-04-28|NH|9.51|1938|18207|223|1.09|20368
2020-04-29|NH|9.65|2010|18736|81|0.39|20827
2020-04-30|NH|9.26|2054|19867|272|1.23|22193
2020-05-01|NH|9.6|2146|19903|302|1.35|22351
2020-05-02|NH|9.43|2310|22039|159|0.65|24508
2020-05-03|NH|8.49|2429|25964|220|0.77|28613
2020-05-04|NH|9.54|2588|24282|244|0.9|27114
2020-05-05|NH|9.6|2588|24282|79|0.29|26949
2020-05-06|NH|9.48|2636|25097|79|0.28|27812
2020-05-07|NH|9.4|2740|26066|345|1.18|29151
2020-05-08|NH|9.11|2843|27829|532|1.7|31204
2020-05-09|NH|9.04|2947|29351|304|0.93|32602
2020-05-10|NH|8.87|3011|30442|512|1.51|33965
2020-05-11|NH|8.99|3160|31723|261|0.74|35144
2020-05-12|NH|8.87|3160|32401|54|0.15|35615
2020-05-13|NH|8.69|3239|33977|51|0.14|37267
2020-05-14|NH|8.27|3299|35876|735|1.84|39910
2020-05-15|NH|8.03|3464|39148|543|1.26|43155
2020-05-16|NH|7.86|3464|39212|1401|3.18|44077
2020-05-17|NH|7.74|3556|41196|1216|2.65|45968
