state|county|agg_cases|agg_deaths|county_cfr
Tennessee|Campbell|1349|69|5.11
Tennessee|Cannon|1386|0|0
Tennessee|Carroll|1821|64|3.51
Tennessee|Carter|1190|69|5.8
Tennessee|Cheatham|6668|0|0
Tennessee|Chester|871|0|0
Tennessee|Claiborne|666|0|0
Tennessee|Clay|507|0|0
Tennessee|Cocke|1371|0|0
Tennessee|Coffee|4226|0|0
Tennessee|Crockett|862|85|9.86
Tennessee|Cumberland|7244|81|1.12
Tennessee|Davidson|327958|3675|1.12
Tennessee|Decatur|460|0|0
Tennessee|DeKalb|2110|0|0
Tennessee|Dickson|7092|0|0
Tennessee|Dyer|4012|0|0
Tennessee|Fayette|7532|109|1.45
Tennessee|Fentress|621|0|0
Tennessee|Franklin|3314|94|2.84
Tennessee|Gibson|3991|62|1.55
Tennessee|Giles|881|0|0
Tennessee|Grainger|703|0|0
Tennessee|Greene|3542|153|4.32
Tennessee|Grundy|2363|70|2.96
Tennessee|Hamblen|2594|156|6.01
Tennessee|Hamilton|54450|1206|2.21
Tennessee|Hancock|44|0|0
Tennessee|Hardeman|9424|4|0.04
Tennessee|Hardin|1155|96|8.31
Tennessee|Hawkins|2426|154|6.35
Tennessee|Haywood|2023|105|5.19
Tennessee|Henderson|825|0|0
Tennessee|Henry|1607|0|0
Tennessee|Hickman|3266|0|0
Tennessee|Houston|511|0|0
Tennessee|Humphreys|908|59|6.5
Tennessee|Jackson|958|0|0
Tennessee|Jefferson|2167|2|0.09
Tennessee|Johnson|919|0|0
Tennessee|Knox|27172|371|1.37
Tennessee|Lake|24204|0|0
Tennessee|Lauderdale|2999|36|1.2
Tennessee|Lawrence|2240|17|0.76
Tennessee|Lewis|241|0|0
Tennessee|Lincoln|1715|0|0
Tennessee|Loudon|7254|12|0.17
Tennessee|Macon|7525|221|2.94
Tennessee|Madison|11048|105|0.95
Tennessee|Marion|2783|97|3.49
Tennessee|Marshall|2075|74|3.57
Tennessee|Maury|6314|53|0.84
Tennessee|McMinn|7755|597|7.7
Tennessee|McNairy|1184|0|0
Tennessee|Meigs|1369|0|0
Tennessee|Monroe|3485|139|3.99
Tennessee|Montgomery|16412|213|1.3
Tennessee|Moore|238|0|0
Tennessee|Morgan|960|7|0.73
Tennessee|Obion|2093|88|4.2
Tennessee|Overton|1476|0|0
Tennessee|Perry|1153|0|0
Tennessee|Pickett|129|0|0
Tennessee|Polk|1112|0|0
Tennessee|Putnam|23901|346|1.45
Tennessee|Rhea|7419|0|0
Tennessee|Roane|1096|0|0
Tennessee|Robertson|25304|175|0.69
Tennessee|Rutherford|71233|1378|1.93
Tennessee|Scott|919|0|0
Tennessee|Sequatchie|826|0|0
Tennessee|Sevier|7728|122|1.58
Tennessee|Shelby|306221|6546|2.14
Tennessee|Smith|2040|69|3.38
Tennessee|Stewart|702|0|0
Tennessee|Sullivan|4424|124|2.8
Tennessee|Sumner|60805|3049|5.01
Tennessee|Tipton|23073|134|0.58
Tennessee|Trousdale|74552|218|0.29
Tennessee|Unicoi|1202|0|0
Tennessee|Union|335|0|0
Tennessee|Unknown|6470|64|0.99
Tennessee|Van Buren|213|0|0
Tennessee|Warren|1262|0|0
Tennessee|Washington|5287|0|0
Tennessee|Wayne|2599|0|0
Tennessee|Weakley|1696|0|0
Tennessee|White|1709|21|1.23
Tennessee|Williamson|40185|709|1.76
Tennessee|Wilson|26203|505|1.93
Texas|Anderson|10209|14|0.14
Texas|Andrews|1772|0|0
Texas|Angelina|11235|156|1.39
Texas|Aransas|279|0|0
Texas|Archer|71|0|0
Texas|Armstrong|149|0|0
Texas|Atascosa|2195|96|4.37
Texas|Austin|1607|0|0
Texas|Bailey|1104|0|0
Texas|Bandera|441|0|0
Texas|Bastrop|11720|185|1.58
Texas|Baylor|20|0|0
Texas|Bee|874|0|0
Texas|Bell|24188|324|1.34
Texas|Bexar|188510|4702|2.49
Texas|Blanco|610|24|3.93
Texas|Bosque|374|0|0
Texas|Bowie|13783|776|5.63
Texas|Brazoria|58617|728|1.24
Texas|Brazos|32435|1432|4.41
Texas|Brewster|229|0|0
Texas|Briscoe|52|0|0
Texas|Brooks|73|0|0
Texas|Brown|3222|460|14.28
Texas|Burleson|1652|0|0
Texas|Burnet|2440|26|1.07
Texas|Caldwell|4034|6|0.15
Texas|Calhoun|2638|184|6.97
Texas|Callahan|482|57|11.83
Texas|Cameron|48929|1932|3.95
Texas|Camp|3161|12|0.38
Texas|Carson|278|0|0
Texas|Cass|1654|95|5.74
Texas|Castro|2084|80|3.84
Texas|Chambers|4905|1|0.02
Texas|Cherokee|2432|105|4.32
Texas|Childress|163|0|0
Texas|Clay|281|0|0
Texas|Cochran|61|0|0
Texas|Coke|83|0|0
Texas|Coleman|128|0|0
Texas|Collin|84649|2034|2.4
Texas|Collingsworth|209|0|0
Texas|Colorado|1461|0|0
Texas|Comal|7639|493|6.45
Texas|Comanche|525|54|10.29
Texas|Concho|77|0|0
Texas|Cooke|926|0|0
Texas|Coryell|14801|123|0.83
Texas|Cottle|206|45|21.84
Texas|Crane|1020|116|11.37
Texas|Crockett|73|0|0
Texas|Crosby|218|69|31.65
Texas|Culberson|3|0|0
Texas|Dallam|1409|16|1.14
Texas|Dallas|584628|12967|2.22
Texas|Dawson|2380|75|3.15
Texas|Deaf Smith|7956|481|6.05
Texas|Delta|106|0|0
Texas|Denton|87379|2015|2.31
Texas|DeWitt|1410|63|4.47
Texas|Dickens|89|0|0
Texas|Dimmit|81|0|0
Texas|Donley|1937|0|0
Texas|Duval|272|0|0
Texas|Eastland|392|0|0
Texas|Ector|11785|331|2.81
Texas|El Paso|148276|3811|2.57
Texas|Ellis|19178|816|4.25
Texas|Erath|1457|81|5.56
Texas|Falls|557|0|0
Texas|Fannin|2224|114|5.13
Texas|Fayette|2233|100|4.48
Texas|Fisher|74|31|41.89
Texas|Floyd|553|4|0.72
Texas|Fort Bend|119332|2646|2.22
Texas|Franklin|765|0|0
Texas|Freestone|591|0|0
Texas|Frio|2489|0|0
Texas|Gaines|434|0|0
Texas|Galveston|61629|2179|3.54
Texas|Garza|259|0|0
Texas|Gillespie|362|0|0
Texas|Glasscock|81|0|0
Texas|Goliad|500|0|0
Texas|Gonzales|5933|147|2.48
Texas|Gray|5508|86|1.56
Texas|Grayson|15008|96|0.64
Texas|Gregg|12940|303|2.34
Texas|Grimes|8121|78|0.96
Texas|Guadalupe|8917|4|0.04
Texas|Hale|3573|285|7.98
Texas|Hall|64|12|18.75
Texas|Hamilton|557|31|5.57
Texas|Hansford|957|99|10.34
Texas|Hardeman|83|0|0
Texas|Hardin|9016|300|3.33
Texas|Harris|771384|13738|1.78
Texas|Harrison|12977|1152|8.88
Texas|Hartley|585|97|16.58
Texas|Haskell|110|0|0
Texas|Hays|28845|206|0.71
Texas|Hemphill|87|0|0
Texas|Henderson|3445|70|2.03
Texas|Hidalgo|42690|662|1.55
Texas|Hill|1698|68|4
Texas|Hockley|1818|81|4.46
Texas|Hood|1847|233|12.62
Texas|Hopkins|1316|6|0.46
Texas|Houston|4588|0|0
Texas|Howard|594|73|12.29
Texas|Hudspeth|206|0|0
Texas|Hunt|6280|239|3.81
Texas|Hutchinson|1952|0|0
Texas|Irion|21|0|0
Texas|Jack|283|0|0
Texas|Jackson|1058|40|3.78
Texas|Jasper|1831|117|6.39
Texas|Jefferson|40057|1720|4.29
Texas|Jim Hogg|229|0|0
Texas|Jim Wells|654|0|0
Texas|Johnson|11237|230|2.05
Texas|Jones|18107|0|0
Texas|Karnes|326|0|0
Texas|Kaufman|12402|108|0.87
Texas|Kendall|1857|0|0
Texas|Kerr|920|18|1.96
Texas|Kimble|46|0|0
Texas|Kinney|27|0|0
Texas|Kleberg|976|71|7.27
Texas|Knox|77|0|0
Texas|La Salle|208|0|0
Texas|Lamar|7317|418|5.71
Texas|Lamb|806|0|0
Texas|Lampasas|534|0|0
Texas|Lavaca|992|59|5.95
Texas|Lee|1047|46|4.39
Texas|Leon|635|0|0
Texas|Liberty|5652|127|2.25
Texas|Limestone|1584|80|5.05
Texas|Lipscomb|210|0|0
Texas|Live Oak|517|0|0
Texas|Llano|286|0|0
Texas|Lubbock|49591|3335|6.73
Texas|Lynn|611|63|10.31
Texas|Madison|586|0|0
Texas|Marion|988|27|2.73
Texas|Martin|231|49|21.21
Texas|Mason|1675|0|0
Texas|Matagorda|5499|356|6.47
Texas|Maverick|5762|51|0.89
Texas|McCulloch|232|0|0
Texas|McLennan|9616|304|3.16
Texas|Medina|6067|143|2.36
Texas|Menard|1|0|0
Texas|Midland|9565|713|7.45
Texas|Milam|1886|60|3.18
Texas|Mills|35|0|0
Texas|Mitchell|89|0|0
Texas|Montague|593|63|10.62
Texas|Montgomery|62494|1462|2.34
Texas|Moore|37903|640|1.69
Texas|Morris|1172|0|0
Texas|Motley|71|0|0
Texas|Nacogdoches|16088|1040|6.46
Texas|Navarro|3564|181|5.08
Texas|Newton|300|0|0
Texas|Nolan|213|0|0
Texas|Nueces|17134|198|1.16
Texas|Ochiltree|2344|103|4.39
Texas|Oldham|280|90|32.14
Texas|Orange|6417|110|1.71
Texas|Palo Pinto|735|121|16.46
Texas|Panola|10284|987|9.6
Texas|Parker|4499|33|0.73
Texas|Parmer|3415|2|0.06
Texas|Pecos|3180|0|0
Texas|Polk|3121|0|0
Texas|Potter|117246|1496|1.28
Texas|Presidio|102|0|0
Texas|Rains|219|0|0
Texas|Randall|34974|341|0.98
Texas|Reagan|52|0|0
Texas|Real|18|0|0
Texas|Red River|2808|238|8.48
Texas|Reeves|333|0|0
Texas|Refugio|168|0|0
Texas|Roberts|137|0|0
Texas|Robertson|641|0|0
Texas|Rockwall|9245|523|5.66
Texas|Runnels|121|0|0
Texas|Rusk|4647|102|2.19
Texas|Sabine|481|20|4.16
Texas|San Augustine|2368|157|6.63
Texas|San Jacinto|989|0|0
Texas|San Patricio|1969|0|0
Texas|San Saba|46|0|0
Texas|Schleicher|71|0|0
Texas|Scurry|764|0|0
Texas|Shackelford|47|0|0
Texas|Shelby|11514|332|2.88
Texas|Sherman|1433|0|0
Texas|Smith|14843|287|1.93
Texas|Somervell|33|0|0
Texas|Starr|3201|0|0
Texas|Stephens|181|0|0
Texas|Sutton|4|0|0
Texas|Swisher|996|17|1.71
Texas|Tarrant|317043|8837|2.79
Texas|Taylor|22392|338|1.51
Texas|Terry|925|0|0
Texas|Throckmorton|1|0|0
Texas|Titus|19491|116|0.6
Texas|Tom Green|5255|74|1.41
Texas|Travis|203250|5125|2.52
Texas|Trinity|937|0|0
Texas|Tyler|739|0|0
Texas|Upshur|1596|0|0
Texas|Upton|5|0|0
Texas|Uvalde|915|0|0
Texas|Val Verde|1373|0|0
Texas|Van Zandt|1968|94|4.78
Texas|Victoria|11400|382|3.35
Texas|Walker|57254|1100|1.92
Texas|Waller|3750|0|0
Texas|Ward|91|0|0
Texas|Washington|11875|1341|11.29
Texas|Webb|36298|1274|3.51
Texas|Wharton|4178|19|0.45
Texas|Wheeler|787|0|0
Texas|Wichita|6716|135|2.01
Texas|Wilbarger|295|0|0
Texas|Willacy|1778|113|6.36
Texas|Williamson|38554|1310|3.4
Texas|Wilson|2734|271|9.91
Texas|Winkler|230|0|0
Texas|Wise|2553|197|7.72
Texas|Wood|1865|107|5.74
Texas|Yoakum|244|0|0
Texas|Young|473|69|14.59
Texas|Zapata|739|0|0
Texas|Zavala|502|0|0
Utah|Beaver|9|0|0
Utah|Box Elder|2659|64|2.41
Utah|Cache|21995|29|0.13
Utah|Carbon|622|0|0
Utah|Davis|32189|202|0.63
Utah|Duchesne|570|0|0
Utah|Emery|432|0|0
Utah|Garfield|227|0|0
Utah|Grand|446|0|0
Utah|Iron|4944|0|0
Utah|Juab|621|0|0
Utah|Kane|255|0|0
Utah|Millard|449|0|0
Utah|Morgan|817|0|0
Utah|Piute|75|0|0
Utah|Rich|23|0|0
Utah|Salt Lake|316089|4008|1.27
Utah|San Juan|14219|259|1.82
Utah|Sanpete|758|0|0
Utah|Sevier|762|0|0
Utah|Summit|32362|0|0
Utah|Tooele|7619|0|0
Utah|Uintah|762|0|0
Utah|Unknown|344|305|88.66
Utah|Utah|114359|869|0.76
Utah|Wasatch|17367|100|0.58
Utah|Washington|19787|0|0
Utah|Weber|19656|320|1.63
Vermont|Addison|5065|138|2.72
Vermont|Bennington|4397|76|1.73
Vermont|Caledonia|1092|0|0
Vermont|Chittenden|36689|2642|7.2
Vermont|Essex|175|0|0
Vermont|Franklin|7417|357|4.81
Vermont|Grand Isle|383|0|0
Vermont|Lamoille|2196|76|3.46
Vermont|Orange|644|0|0
Vermont|Orleans|839|0|0
Vermont|Rutland|3981|68|1.71
Vermont|Unknown|720|121|16.81
Vermont|Washington|2964|68|2.29
Vermont|Windham|5872|198|3.37
Vermont|Windsor|3753|172|4.58
Virgin Islands|Unknown|5441|354|6.51
Virginia|Accomack|42765|594|1.39
Virginia|Albemarle|11802|366|3.1
Virginia|Alexandria city|100474|2288|2.28
Virginia|Alleghany|1010|64|6.34
Virginia|Amelia|1695|63|3.72
Virginia|Amherst|1538|4|0.26
Virginia|Appomattox|1715|0|0
Virginia|Arlington|114205|5495|4.81
Virginia|Augusta|6099|82|1.34
Virginia|Bedford|3573|79|2.21
Virginia|Bland|6|0|0
Virginia|Botetourt|2579|221|8.57
Virginia|Bristol city|216|0|0
Virginia|Brunswick|1952|39|2
Virginia|Buchanan|1149|0|0
Virginia|Buckingham|22239|117|0.53
Virginia|Buena Vista city|688|0|0
Virginia|Campbell|1178|40|3.4
Virginia|Caroline|3884|128|3.3
Virginia|Carroll|4980|94|1.89
Virginia|Charles City|1630|88|5.4
Virginia|Charlotte|1230|0|0
Virginia|Charlottesville city|6729|171|2.54
Virginia|Chesapeake city|29972|770|2.57
Virginia|Chesterfield|84074|1942|2.31
Virginia|Clarke|1498|0|0
Virginia|Colonial Heights city|5307|656|12.36
Virginia|Covington city|143|0|0
Virginia|Craig|307|0|0
Virginia|Culpeper|30878|348|1.13
Virginia|Cumberland|1881|0|0
Virginia|Danville city|3430|95|2.77
Virginia|Dickenson|7|0|0
Virginia|Dinwiddie|3717|0|0
Virginia|Emporia city|4059|252|6.21
Virginia|Essex|2139|0|0
Virginia|Fairfax|555345|19095|3.44
Virginia|Fairfax city|3218|249|7.74
Virginia|Falls Church city|2844|331|11.64
Virginia|Fauquier|16236|288|1.77
Virginia|Floyd|336|19|5.65
Virginia|Fluvanna|6011|366|6.09
Virginia|Franklin|2288|43|1.88
Virginia|Franklin city|2180|80|3.67
Virginia|Frederick|17783|171|0.96
Virginia|Fredericksburg city|7632|1|0.01
Virginia|Galax city|5954|132|2.22
Virginia|Giles|367|0|0
Virginia|Gloucester|2237|63|2.82
Virginia|Goochland|6428|331|5.15
Virginia|Grayson|1891|27|1.43
Virginia|Greene|1722|63|3.66
Virginia|Greensville|8232|417|5.07
Virginia|Halifax|1798|20|1.11
Virginia|Hampton city|12257|207|1.69
Virginia|Hanover|16519|1164|7.05
Virginia|Harrisonburg city|43637|1216|2.79
Virginia|Henrico|101814|8111|7.97
Virginia|Henry|5777|128|2.22
Virginia|Highland|147|0|0
Virginia|Hopewell city|4887|41|0.84
Virginia|Isle of Wight|8554|244|2.85
Virginia|James City|15251|1013|6.64
Virginia|King and Queen|733|26|3.55
Virginia|King George|3818|250|6.55
Virginia|King William|1286|13|1.01
Virginia|Lancaster|496|0|0
Virginia|Lee|688|0|0
Virginia|Lexington city|430|0|0
Virginia|Loudoun|129640|3020|2.33
Virginia|Louisa|4854|32|0.66
Virginia|Lunenburg|709|0|0
Virginia|Lynchburg city|5259|63|1.2
Virginia|Madison|1964|50|2.55
Virginia|Manassas city|48767|452|0.93
Virginia|Manassas Park city|14397|240|1.67
Virginia|Mathews|352|0|0
Virginia|Mecklenburg|11527|1053|9.14
Virginia|Middlesex|727|0|0
Virginia|Montgomery|5077|71|1.4
Virginia|Nelson|913|0|0
Virginia|New Kent|2290|67|2.93
Virginia|Newport News city|16352|618|3.78
Virginia|Norfolk city|27978|359|1.28
Virginia|Northampton|11658|877|7.52
Virginia|Northumberland|1229|47|3.82
Virginia|Norton city|128|0|0
Virginia|Nottoway|2031|0|0
Virginia|Orange|5131|42|0.82
Virginia|Page|11010|971|8.82
Virginia|Patrick|925|0|0
Virginia|Petersburg city|6529|153|2.34
Virginia|Pittsylvania|2270|63|2.78
Virginia|Poquoson city|614|0|0
Virginia|Portsmouth city|17239|639|3.71
Virginia|Powhatan|1996|8|0.4
Virginia|Prince Edward|6670|149|2.23
Virginia|Prince George|6100|0|0
Virginia|Prince William|271934|4903|1.8
Virginia|Pulaski|1122|17|1.52
Virginia|Radford city|343|0|0
Virginia|Rappahannock|699|0|0
Virginia|Richmond|14407|215|1.49
Virginia|Richmond city|67117|1385|2.06
Virginia|Roanoke|6074|205|3.38
Virginia|Roanoke city|9533|365|3.83
Virginia|Rockbridge|898|0|0
Virginia|Rockingham|28069|259|0.92
Virginia|Russell|441|0|0
Virginia|Salem city|2062|96|4.66
Virginia|Scott|474|109|23
Virginia|Shenandoah|21240|888|4.18
Virginia|Smyth|1164|0|0
Virginia|Southampton|8537|104|1.22
Virginia|Spotsylvania|28428|444|1.56
Virginia|Stafford|36684|241|0.66
Virginia|Staunton city|2226|0|0
Virginia|Suffolk city|17487|1498|8.57
Virginia|Surry|539|63|11.69
Virginia|Sussex|6721|89|1.32
Virginia|Tazewell|516|0|0
Virginia|Unknown|1544|936|60.62
Virginia|Virginia Beach city|43733|1301|2.97
Virginia|Warren|8624|123|1.43
Virginia|Washington|3381|224|6.63
Virginia|Waynesboro city|2198|0|0
Virginia|Westmoreland|3439|26|0.76
Virginia|Williamsburg city|2792|233|8.35
Virginia|Winchester city|9154|80|0.87
Virginia|Wise|1675|114|6.81
Virginia|Wythe|1535|63|4.1
Virginia|York|4930|162|3.29
Washington|Adams|4654|0|0
Washington|Asotin|1272|120|9.43
Washington|Benton|59607|4199|7.04
Washington|Chelan|13669|538|3.94
Washington|Clallam|1727|0|0
Washington|Clark|34901|1855|5.32
Washington|Columbia|107|0|0
Washington|Cowlitz|5222|0|0
Washington|Douglas|9069|160|1.76
Washington|Ferry|90|0|0
Washington|Franklin|44443|1143|2.57
Washington|Grant|18182|205|1.13
Washington|Grays Harbor|1186|0|0
Washington|Island|15018|782|5.21
Washington|Jefferson|2539|0|0
Washington|King|581220|40320|6.94
Washington|Kitsap|13024|147|1.13
Washington|Kittitas|4014|0|0
Washington|Klickitat|2060|223|10.83
Washington|Lewis|2566|217|8.46
Washington|Lincoln|173|0|0
Washington|Mason|2404|58|2.41
Washington|Okanogan|3103|110|3.54
Washington|Pacific|528|42|7.95
Washington|Pend Oreille|181|0|0
Washington|Pierce|148352|4848|3.27
Washington|San Juan|1197|0|0
Washington|Skagit|30316|1001|3.3
Washington|Skamania|246|0|0
Washington|Snohomish|242552|9920|4.09
Washington|Spokane|40562|2158|5.32
Washington|Stevens|851|71|8.34
Washington|Thurston|10815|143|1.32
Washington|Unknown|5671|0|0
Washington|Wahkiakum|248|0|0
Washington|Walla Walla|6849|101|1.47
Washington|Whatcom|29027|2604|8.97
Washington|Whitman|1590|0|0
Washington|Yakima|210080|5607|2.67
West Virginia|Barbour|551|61|11.07
West Virginia|Berkeley|18140|354|1.95
West Virginia|Boone|642|0|0
West Virginia|Braxton|147|0|0
West Virginia|Brooke|287|0|0
West Virginia|Cabell|4040|0|0
West Virginia|Calhoun|95|0|0
West Virginia|Clay|233|0|0
West Virginia|Fayette|2415|136|5.63
West Virginia|Gilmer|458|0|0
West Virginia|Grant|528|0|0
West Virginia|Greenbrier|833|0|0
West Virginia|Hampshire|1352|65|4.81
West Virginia|Hancock|1085|0|0
West Virginia|Hardy|1737|0|0
West Virginia|Harrison|2936|78|2.66
West Virginia|Jackson|9166|1033|11.27
West Virginia|Jefferson|9693|110|1.13
West Virginia|Kanawha|14663|909|6.2
West Virginia|Lewis|424|32|7.55
West Virginia|Lincoln|266|0|0
West Virginia|Logan|1157|72|6.22
West Virginia|Marion|3690|156|4.23
West Virginia|Marshall|1730|0|0
West Virginia|Mason|1040|0|0
West Virginia|McDowell|449|0|0
West Virginia|Mercer|934|0|0
West Virginia|Mineral|2238|42|1.88
West Virginia|Mingo|378|80|21.16
West Virginia|Monongalia|9329|351|3.76
West Virginia|Monroe|451|0|0
West Virginia|Morgan|1115|0|0
West Virginia|Nicholas|515|43|8.35
West Virginia|Ohio|3028|71|2.34
West Virginia|Pendleton|532|18|3.38
West Virginia|Pleasants|219|0|0
West Virginia|Pocahontas|781|0|0
West Virginia|Preston|1444|53|3.67
West Virginia|Putnam|2237|3|0.13
West Virginia|Raleigh|1067|0|0
West Virginia|Randolph|4123|0|0
West Virginia|Ritchie|67|0|0
West Virginia|Roane|564|19|3.37
West Virginia|Summers|76|0|0
West Virginia|Taylor|584|0|0
West Virginia|Tucker|366|0|0
West Virginia|Tyler|225|0|0
West Virginia|Upshur|455|0|0
West Virginia|Wayne|6620|524|7.92
West Virginia|Wetzel|475|0|0
West Virginia|Wirt|255|0|0
West Virginia|Wood|3370|131|3.89
West Virginia|Wyoming|180|0|0
Wisconsin|Adams|362|78|21.55
Wisconsin|Ashland|174|0|0
Wisconsin|Barron|1017|0|0
Wisconsin|Bayfield|267|66|24.72
Wisconsin|Brown|123597|1565|1.27
Wisconsin|Buffalo|393|97|24.68
Wisconsin|Burnett|53|40|75.47
Wisconsin|Calumet|3569|57|1.6
Wisconsin|Chippewa|3139|0|0
Wisconsin|Clark|2215|243|10.97
Wisconsin|Columbia|3070|78|2.54
Wisconsin|Crawford|1249|0|0
Wisconsin|Dane|48680|1875|3.85
Wisconsin|Dodge|12595|138|1.1
Wisconsin|Door|1963|177|9.02
Wisconsin|Douglas|1128|0|0
Wisconsin|Dunn|1430|0|0
Wisconsin|Eau Claire|5805|1|0.02
Wisconsin|Florence|157|0|0
Wisconsin|Fond du Lac|11536|328|2.84
Wisconsin|Forest|1004|53|5.28
Wisconsin|Grant|5013|606|12.09
Wisconsin|Green|3169|9|0.28
Wisconsin|Green Lake|850|0|0
Wisconsin|Iowa|890|0|0
Wisconsin|Iron|161|88|54.66
Wisconsin|Jackson|1165|71|6.09
Wisconsin|Jefferson|6060|135|2.23
Wisconsin|Juneau|1447|72|4.98
Wisconsin|Kenosha|60856|1484|2.44
Wisconsin|Kewaunee|1887|70|3.71
Wisconsin|La Crosse|4746|0|0
Wisconsin|Lafayette|1409|0|0
Wisconsin|Langlade|136|0|0
Wisconsin|Lincoln|249|0|0
Wisconsin|Manitowoc|1894|58|3.06
Wisconsin|Marathon|3109|73|2.35
Wisconsin|Marinette|1667|126|7.56
Wisconsin|Marquette|336|66|19.64
Wisconsin|Menominee|170|0|0
Wisconsin|Milwaukee|420004|18306|4.36
Wisconsin|Monroe|1400|56|4
Wisconsin|Oconto|1951|0|0
Wisconsin|Oneida|692|0|0
Wisconsin|Outagamie|12208|361|2.96
Wisconsin|Ozaukee|10559|919|8.7
Wisconsin|Pepin|40|0|0
Wisconsin|Pierce|2169|0|0
Wisconsin|Polk|1098|34|3.1
Wisconsin|Portage|1607|0|0
Wisconsin|Price|106|0|0
Wisconsin|Racine|78566|1932|2.46
Wisconsin|Richland|937|195|20.81
Wisconsin|Rock|33646|984|2.92
Wisconsin|Rusk|390|0|0
Wisconsin|Sauk|5119|243|4.75
Wisconsin|Sawyer|392|0|0
Wisconsin|Shawano|2393|0|0
Wisconsin|Sheboygan|6383|214|3.35
Wisconsin|St. Croix|4160|4|0.1
Wisconsin|Taylor|98|0|0
Wisconsin|Trempealeau|1598|0|0
Wisconsin|Vernon|828|0|0
Wisconsin|Vilas|462|0|0
Wisconsin|Walworth|20913|835|3.99
Wisconsin|Washburn|124|0|0
Wisconsin|Washington|13636|467|3.42
Wisconsin|Waukesha|41713|1768|4.24
Wisconsin|Waupaca|2167|123|5.68
Wisconsin|Waushara|531|0|0
Wisconsin|Winnebago|15202|261|1.72
Wisconsin|Wood|665|31|4.66
Wyoming|Albany|1136|0|0
Wyoming|Big Horn|349|0|0
Wyoming|Campbell|2205|0|0
Wyoming|Carbon|898|36|4.01
Wyoming|Converse|1618|0|0
Wyoming|Crook|373|0|0
Wyoming|Fremont|15090|382|2.53
Wyoming|Goshen|367|0|0
Wyoming|Hot Springs|592|0|0
Wyoming|Johnson|1294|71|5.49
Wyoming|Laramie|12450|105|0.84
Wyoming|Lincoln|936|0|0
Wyoming|Natrona|4957|26|0.52
Wyoming|Niobrara|148|0|0
Wyoming|Park|196|0|0
Wyoming|Platte|34|0|0
Wyoming|Sheridan|1412|0|0
Wyoming|Sublette|242|0|0
Wyoming|Sweetwater|1899|0|0
Wyoming|Teton|7655|61|0.8
Wyoming|Uinta|1869|0|0
Wyoming|Washakie|1497|96|6.41
Wyoming|Weston|27|0|0
